"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"152" -4025.34872515145 -3978.96928245031 -4016.46866035401 -4013.25645431968 -4037.55312340523 -4000.06897701077 -3988.38306018464 -3977.03545851568 -4037.13236106091 -3992.48437062377 -4005.60890055732 -4039.72487452744 -4042.70075266614 -4026.62717363451 -4012.25947541273 -4045.23892228143 -3984.02163706721 -4026.82049824095 -3976.17968819231 -4023.11141742436
"153" -4025.32485920079 -3978.96850522959 -4016.46817850932 -4013.25616018771 -4037.55149052222 -4000.05967651984 -3988.38005142605 -3976.98504411951 -4037.12796334536 -3992.47108697215 -4005.60795599403 -4039.72364151388 -4042.63881705275 -4026.61946217289 -4012.25006248492 -4045.23867294492 -3984.02012073765 -4026.818335511 -3976.17907170906 -4023.11054019132
"154" -4025.30218347967 -3978.9677691083 -4016.46771080474 -4013.25587277693 -4037.54988032889 -4000.05075343302 -3988.37711722095 -3976.9339490796 -4037.12368002898 -3992.45723829297 -4005.60708610096 -4039.72247291985 -4042.57446008164 -4026.61203388982 -4012.24109974804 -4045.23843243081 -3984.01866912833 -4026.81627758635 -3976.17847430621 -4023.10968899261
"155" -4025.28061679944 -3978.96707124771 -4016.46725682025 -4013.25559182686 -4037.54829248616 -4000.04219003484 -3988.37425567512 -3976.88211373814 -4037.11950798094 -3992.44264178741 -4005.60628449432 -4039.72136457444 -4042.5076571 -4026.60487753708 -4012.23255606834 -4045.23820042133 -3984.01727881041 -4026.81431865246 -3976.17789528452 -4023.10886301035
"156" -4025.26008492442 -3978.96640903779 -4016.4668161487 -4013.25531709114 -4037.54672666624 -4000.03396961068 -3988.37146494232 -3976.82947234196 -4037.11544416124 -3992.42707532838 -4005.6055453827 -4039.72031261144 -4042.43839577482 -4026.59798237887 -4012.22440167883 -4045.2379766103 -3984.01594659714 -4026.81245326347 -3976.17733397269 -4023.10806145539
"157" -4025.2405198708 -3978.96578007723 -4016.46638839537 -4013.25504833661 -4037.54518255187 -4000.02607637966 -3988.36874322302 -3976.77595215021 -4037.11148561783 -3992.41027815193 -4005.60486350733 -4039.71931344482 -4042.36667788708 -4026.59133816213 -4012.21660820119 -4045.23776070275 -3984.01466952227 -4026.81067631571 -3976.17678972621 -4023.10728356619
"158" -4025.22185930017 -3978.96518215526 -4016.46597317754 -4013.25478534253 -4037.54365983542 -4000.01849543261 -3988.36608876329 -3976.7214722467 -4037.1076294839 -3992.39195896587 -4005.60423408883 -4039.71836374648 -4042.29252116168 -4026.58493508923 -4012.20914865547 -4045.23755241446 -3984.01344482061 -4026.80898302339 -3976.17626192622 -4023.10652860752
"159" -4025.20404598657 -3978.96461323516 -4016.46557012417 -4013.25452789977 -4037.54215821834 -4000.0112126748 -3988.3634998537 -3976.66594195893 -4037.10387297523 -3992.37181483796 -4005.60365277976 -4039.71746042586 -4042.21596108957 -4026.57876379271 -4012.20199745817 -4045.23735147158 -3984.01226991062 -4026.80736889628 -3976.17574997849 -4023.10579586945
"160" -4025.18702734292 -3978.96407143933 -4016.46517887547 -4013.25427581011 -4037.54067741037 -4000.00421477278 -3988.36097482815 -3976.60925875849 -4037.10021338763 -3992.34956284476 -4005.60311562218 -4039.71660061139 -4042.13705268904 -4026.57281531199 -4012.19513040934 -4045.23715761026 -3984.01114237865 -4026.80582971912 -3976.17525331233 -4023.10508466626
"161" -4025.17075499678 -3978.96355503564 -4016.46479908259 -4013.2540288856 -4037.53921712905 -3999.9974891052 -3988.35851206286 -3976.55130549225 -4037.09664809446 -3992.32498292965 -4005.60261900983 -4039.71578163348 -4042.05587214379 -4026.56708107175 -4012.18852467011 -4045.23697057625 -3984.01005996478 -4026.80436153262 -3976.17477137968 -4023.10439433547
"162" -4025.15518440811 -3978.96306242508 -4016.46443040722 -4013.25378694792 -4037.53777709914 -3999.99102371724 -3988.35610997528 -3976.49194678078 -4037.09317454428 -3992.29796512256 -4005.60215965423 -4039.71500100896 -4041.97251824694 -4026.5615528618 -4012.18215873163 -4045.23679012457 -3984.00902055009 -4026.80296061598 -3976.17430365414 -4023.10372423689
"163" -4025.14027452378 -3978.96259213048 -4016.46407252131 -4013.25354982778 -4037.53635705213 -3999.98480727827 -3988.35376702312 -3976.43102444901 -4037.08979025848 -3992.26854926958 -4005.60173455435 -4039.71425642687 -4041.8871135735 -4026.55622281839 -4012.17601237691 -4045.23661601917 -3984.0080221451 -4026.80162347074 -3976.17384963008 -4023.10307375175
"164" -4025.12598746437 -3978.96214278629 -4016.46372510671 -4013.2533173644 -4037.53495672581 -3999.97882904262 -3988.35148170326 -3976.36835197427 -4037.08649282914 -3992.23694393821 -4005.60134096937 -4039.7135457354 -4041.79980529927 -4026.55108340674 -4012.17006663682 -4045.23644803257 -3984.00706287937 -4026.80034680582 -3976.17340882179 -4023.10244228186
"165" -4025.11228824002 -3978.96171312919 -4016.46338785487 -4013.25308940498 -4037.53357586382 -3999.97307881316 -3988.34925255088 -3976.30370823854 -4037.08327991681 -3992.20351555084 -4005.60097639439 -4039.7128669299 -4041.71076558356 -4026.54612740476 -4012.1643037414 -4045.23628594557 -3984.00614099213 -4026.79912752372 -3976.17298076264 -4023.10182924878
"166" -4025.09914449247 -3978.96130198963 -4016.46306046655 -4013.25286580425 -4037.53221421532 -3999.96754690746 -3988.34707813844 -3976.23683147682 -4037.08014924845 -3992.16874815809 -4005.60063853838 -4039.71221814191 -4041.62019143667 -4026.54134788772 -4012.15870706775 -4045.23612954694 -3984.00525482373 -4026.79796270769 -3976.17256500433 -4023.10123409312
"167" -4025.08652626076 -3978.96090828406 -4016.4627426515 -4013.25264642401 -4037.5308715346 -3999.96222412638 -3988.34495707475 -3976.16741533566 -4037.07709861544 -3992.13318420634 -4005.60032530455 -4039.71159762904 -4041.52830400192 -4026.53673821403 -4012.15326108547 -4045.23597863314 -3984.00440280796 -4026.79684960992 -3976.17216111609 -4023.10065627376
"168" -4025.07440576859 -3978.96053100782 -4016.46243412819 -4013.25243113271 -4037.5295475808 -3999.95710172487 -3988.34288800411 -3976.09511036447 -4037.07412587158 -3992.09736208025 -4005.6000347726 -4039.7110037657 -4041.43534719695 -4026.53229201172 -4012.14795130058 -4045.23583300799 -3984.00358346505 -4026.79578564051 -3976.171768684 -4023.10009526721
"169" -4025.06275723126 -3978.96016922873 -4016.46213462358 -4013.25221980505 -4037.52824211758 -3999.95217138484 -3988.34086960538 -3976.01953562254 -4037.07122893129 -3992.06176487843 -4005.59976518269 -4039.71043503455 -4041.34158567993 -4026.52800316586 -4012.14276419877 -4045.23569248246 -3984.00279539534 -4026.79476835729 -3976.17138731029 -4023.09955056692
"170" -4025.0515566807 -3978.95982208116 -4016.46184387276 -4013.25201232166 -4037.52695491291 -3999.94742518992 -3988.33890059113 -3975.94030527028 -4037.06840576771 -3992.02678861472 -4005.59951492105 -4039.70989001858 -4041.24730213319 -4026.52386580666 -4012.13768718855 -4045.23555687437 -3984.00203727351 -4026.79379545632 -3976.17101661266 -4023.09902168268
"171" -4025.04078180677 -3978.95948876068 -4016.46156161881 -4013.25180856869 -4037.52568573877 -3999.94285560201 -3988.33697970679 -3975.85707230672 -4037.06565441097 -3991.99273072518 -4005.599282507 -4039.70936739396 -4041.15279388843 -4026.51987429824 -4012.13270854514 -4045.23542600813 -3984.00130784335 -4026.79286476313 -3976.17065622366 -4023.09850814001
"172" -4025.03041181355 -3978.95916851909 -4016.46128761247 -4013.25160843757 -4037.52443437098 -3999.93845543941 -3988.33510572986 -3975.76958481733 -4037.06297294651 -3991.95979457283 -4005.59906658107 -4039.70886592326 -4041.05836895296 -4026.5160232281 -4012.12781735521 -4045.23529971455 -3984.00060591298 -4026.7919742245 -3976.17030579008 -4023.0980094796
"173" -4025.02042728911 -3978.95886065999 -4016.46102161192 -4013.25141182461 -4037.52320058893 -3999.93421785648 -3988.33327746904 -3975.67774069694 -4037.0603595134 -3991.92810362598 -4005.59886589444 -4039.70838444934 -4040.96434153222 -4026.51230739712 -4012.12300346322 -4045.23517783054 -3983.99993035046 -4026.79112190086 -3976.16996497236 -4023.09752525674
"174" -4025.01081008782 -3978.95856453462 -4016.46076338258 -4013.25121863085 -4037.52198417548 -3999.93013632472 -3988.3314937635 -3975.58162034443 -4037.05781230277 -3991.8977194673 -4005.5986792993 -4039.70792188963 -4040.87102717807 -4026.50872181013 -4012.11825741944 -4045.23506019892 -3983.99928007988 -4026.7903059592 -3976.16963344408 -4023.09705504084
"175" -4025.00154322368 -3978.95827953811 -4016.46051269685 -4013.25102876165 -4037.52078491672 -3999.92620461505 -3988.32975348211 -3975.48148020957 -4037.05532955621 -3991.86865948558 -4005.59850574007 -4039.70747723089 -4040.77873772165 -4026.50526166696 -4012.11357042988 -4045.2349466682 -3983.99865407767 -4026.78952466651 -3976.16931089133 -4023.0965984149
"176" -4024.99261077389 -3978.95800510605 -4016.46026933393 -4013.25084212656 -4037.51960260182 -3999.92241678138 -3988.32805552267 -3975.37770488373 -4037.05290956436 -3991.84091195393 -4005.5983442455 -4039.70704952431 -4040.68777617017 -4026.50192235398 -4012.10893430851 -4045.23483709239 -3983.99805136926 -4026.78877638356 -3976.1689970123 -4023.09615497507
"177" -4024.98399779166 -3978.95774071133 -4016.46003307958 -4013.25065863903 -4037.51843702291 -3999.91876714518 -3988.32639881118 -3975.27073376091 -4037.05055066541 -3991.81444765256 -4005.59819392147 -4039.70663788108 -4040.5984317578 -4026.49869943612 -4012.10434143161 -4045.23473133076 -3983.99747102607 -4026.78805955923 -3976.16869151672 -4023.09572433012
"178" -4024.97569022723 -3978.95748586126 -4016.45980372592 -4013.25047821622 -4037.51728797495 -3999.91525028112 -3988.32478230116 -3975.16098807014 -4037.04825124369 -3991.78922811034 -4005.59805394446 -4039.70624146818 -4040.51097533847 -4026.49558864922 -4012.09978469447 -4045.23462924767 -3983.99691216266 -4026.78737272516 -3976.16839412544 -4023.09530610109
"179" -4024.96767485646 -3978.95724009492 -4016.45958107126 -4013.25030077877 -4037.51615525559 -3999.91186100367 -3988.32320497293 -3975.0488197606 -4037.04600972834 -3991.76521099491 -4005.59792355559 -4039.70585950456 -4040.4256552937 -4026.49258589281 -4012.09525747043 -4045.23453071237 -3983.99637393418 -4026.78671449074 -3976.16810456991 -4023.09489992082
"180" -4024.95993921613 -3978.95700298073 -4016.45936491989 -4013.25012625063 -4037.51503866505 -3999.90859435451 -3988.32166583293 -3974.9344904762 -4037.04382459202 -3991.74235332612 -4005.59780205524 -4039.70549125758 -4040.34269410197 -4026.48968722329 -4012.09075357231 -4045.23443559886 -3983.99585553393 -4026.78608353844 -3976.16782259184 -4023.09450543352
"181" -4024.95247154538 -3978.95677411424 -4016.4591550819 -4013.24995455886 -4037.51393800606 -3999.90544559073 -3988.32016391306 -3974.81817630846 -4037.04169434955 -3991.72061315574 -4005.59768879811 -4039.70513603968 -4040.26228567968 -4026.48688884734 -4012.08626721605 -4045.23434378566 -3983.99535619126 -4026.78547861952 -3976.16754794271 -4023.09412229445
"182" -4024.94526073258 -3978.9565531161 -4016.45895137302 -4013.24978563351 -4037.51285308372 -3999.90241017387 -3988.31869827007 -3974.69998798888 -4037.03961755677 -3991.69995024701 -4005.5975831887 -4039.70479320536 -4040.18459356106 -4026.48418711574 -4012.08179298665 -4045.23425515569 -3983.99487516944 -4026.78489854994 -3976.16728038341 -4023.09375016951
"183" -4024.93829626715 -3978.95633963017 -4016.45875361441 -4013.24961940738 -4037.51178370543 -3999.89948375953 -3988.31726798488 -3974.57999648341 -4037.03759280931 -3991.68032615776 -4005.59748467731 -4039.70446214831 -4040.10974993901 -4026.48157851748 -4012.07732580632 -4045.23416959609 -3983.99441176385 -4026.78434220654 -3976.16701968385 -4023.09338873489
"184" -4024.93156819579 -3978.9561333218 -4016.45856163255 -4013.24945581596 -4037.51072968083 -3999.89666218771 -3988.315872162 -3974.45825735557 -4037.03561874141 -3991.66170401124 -4005.59739275617 -4039.70414229882 -4040.03785554497 -4026.47905967409 -4012.07286090469 -4045.23408699805 -3983.99396530022 -4026.78380852354 -3976.16676562258 -4023.09303767669
"185" -4024.92506708272 -3978.95593387626 -4016.45837525901 -4013.24929479722 -4037.50969082172 -3999.89394147367 -3988.31450992892 -3974.33483086332 -4037.03369402484 -3991.64404814165 -4005.59730695616 -4039.70383312127 -4039.96898030661 -4026.47662733427 -4012.06839379099 -4045.23400725669 -3983.99353513298 -4026.78329648916 -3976.16651798649 -4023.09269669067
"186" -4024.91878397345 -3978.95574099732 -4016.45819433035 -4013.24913629152 -4037.50866694194 -3999.89131779936 -3988.31318043552 -3974.20979720564 -4037.03181736778 -3991.62732372812 -4005.59722684361 -4039.70353411195 -4039.90316469067 -4026.47427836881 -4012.06392022824 -4045.23393027093 -3983.99312064382 -4026.7828051426 -3976.16627657041 -4023.09236548184
"187" -4024.91271036181 -3978.95555440586 -4016.45801868798 -4013.24898024147 -4037.50765785743 -3999.8887875054 -3988.31188285351 -3974.08326752121 -4037.02998751381 -3991.61149647906 -4005.5971520175 -4039.70324479686 -4039.84042161588 -4026.47200976566 -4012.05943620916 -4045.23385594329 -3983.99272124025 -4026.78233357103 -3976.16604117684 -4023.09204376423
"188" -4024.90683815989 -3978.95537383868 -4016.45784817794 -4013.24882659183 -4037.50666338602 -3999.88634708346 -3988.31061637589 -3973.9553915559 -4037.02820324085 -3991.59653239491 -4005.59708210682 -4039.70296472984 -4039.78073880822 -4026.4698186253 -4012.05493793378 -4045.23378417982 -3983.99233635428 -4026.78188090694 -3976.16581161561 -4023.09173126054
"189" -4024.90115967046 -3978.95519904739 -4016.45768265082 -4013.24867528936 -4037.50568334751 -3999.8839931691 -3988.30938021636 -3973.82636278825 -4037.02646336016 -3991.58239761526 -4005.5970167682 -4039.70269349069 -4039.72408146755 -4026.46770215626 -4012.05042178874 -4045.23371488995 -3983.99196544125 -4026.78144632558 -3976.16558770362 -4023.0914277019
"190" -4024.89566756189 -3978.9550297973 -4016.45752196161 -4013.24852628278 -4037.50471756355 -3999.88172253507 -3988.30817360883 -3973.69642152675 -4037.02476671543 -3991.56905834455 -4005.59695568375 -4039.70243068349 -4039.67039511933 -4026.46565767084 -4012.045884328 -4045.23364798634 -3983.99160797866 -4026.78102904254 -3976.16536926451 -4023.09113282755
"191" -4024.8903548451 -3978.95486586656 -4016.45736596957 -4013.2483795226 -4037.50376585762 -3999.87953208489 -3988.30699580691 -3973.56585622665 -4037.02311218184 -3991.55648084387 -4005.596898559 -4039.70217593507 -4039.61960853623 -4026.46368258111 -4012.04132225498 -4045.23358338481 -3983.9912634651 -4026.78062831154 -3976.16515612842 -4023.09084638462
"192" -4024.88521485235 -3978.95470704522 -4016.45721453809 -4013.24823496112 -4037.502828055 -3999.87741884692 -3988.30584608339 -3973.43500307762 -4037.02149866513 -3991.5446314744 -4005.59684512113 -4039.70192889347 -4039.57163663011 -4026.46177439496 -4012.03673240601 -4045.23352100422 -3983.99093141926 -4026.78024342229 -3976.16494813173 -4023.09056812787
"193" -4024.88024121788 -3978.95455313443 -4016.45706753457 -4013.24809255223 -4037.50190398271 -3999.87537996857 -3988.30472372974 -3973.3042438023 -4037.01992510072 -3991.53347677797 -4005.59679511725 -4039.70168922664 -4039.52638323248 -4026.45993071235 -4012.03211173498 -4045.23346076629 -3983.990611379 -4026.77987369856 -3976.16474511681 -4023.0902978194
"194" -4024.87542785997 -3978.95440394568 -4016.45692483032 -4013.24795225144 -4037.50099346947 -3999.87341271101 -3988.30362805566 -3973.17400157223 -4037.01839045294 -3991.52298358165 -4005.59674831288 -4039.70145662113 -4039.48374370072 -4026.45814922184 -4012.0274572991 -4045.23340259559 -3983.99030290042 -4026.77951849631 -3976.16454693175 -4023.09003522848
"195" -4024.8707689645 -3978.95425930015 -4016.45678630039 -4013.24781401574 -4037.50009634572 -3999.87151444405 -3988.30255838858 -3973.04473497944 -4037.01689371412 -3991.51311911526 -4005.59670449048 -4039.70123078094 -4039.44360730514 -4026.45642769708 -4012.02276624573 -4045.23334641938 -3983.99000555711 -4026.77917720194 -3976.1643534302 -4023.08978013127
"196" -4024.8662589697 -3978.95411902802 -4016.45665182352 -4013.24767780351 -4037.49921244353 -3999.86968264132 -3988.30151407324 -3972.91693008435 -4037.01543390382 -3991.50385113284 -4005.59666344824 -4039.70101142639 -4039.40585936881 -4026.45476399359 -4012.0180358001 -4045.23329216752 -3983.98971893929 -4026.77884923067 -3976.16416447106 -4023.08953231063
"197" -4024.86189255205 -3978.95398296793 -4016.456521282 -4013.24754357455 -4037.49834159663 -3999.8679148757 -3988.30049447124 -3972.79109068 -4037.0140100681 -3991.49514803124 -4005.59662499878 -4039.70079829311 -4039.37038314644 -4026.45315604561 -4012.01326325397 -4045.2332397724 -3983.98944265312 -4026.77853402501 -3976.16397991834 -4023.08929155591
"198" -4024.85766461331 -3978.95385096639 -4016.45639456155 -4013.24741128989 -4037.49748364032 -3999.86620881498 -3988.29949896057 -3972.66772705129 -4037.01262127872 -3991.48697896071 -4005.59658896815 -4039.70059113106 -4039.33706144033 -4026.45160186308 -4012.00844595506 -4045.23318916881 -3983.98917631995 -4026.77823105332 -3976.16379964094 -4023.0890576627
"199" -4024.85357026836 -3978.95372287734 -4016.45627155124 -4013.24728091183 -4037.49663841153 -3999.86456221777 -3988.29852693524 -3972.54734365004 -4037.01126663242 -3991.47931392437 -4005.59655519473 -4039.70038970367 -4039.30577796099 -4026.45009952882 -4012.00358129725 -4045.2331402939 -3983.98891957574 -4026.77793980843 -3976.16362351243 -4023.0888304327
"200" -4024.84960483404 -3978.95359856159 -4016.45615214341 -4013.24715240381 -4037.49580574872 -3999.86297292954 -3988.29757780485 -3972.43042623208 -4037.00994525025 -3991.47212386405 -4005.59652352836 -4039.70019378696 -4039.27641844656 -4026.4486471957 -4011.99866671138 -4045.23309308702 -3983.98867207036 -4026.77765980637 -3976.16345141092 -4023.08860967348
"201" -4024.84576381861 -3978.9534778865 -4016.45603623349 -4013.24702573043 -4037.49498549191 -3999.86143887898 -3988.29665099415 -3972.31742909427 -4037.00865627685 -3991.46538073185 -4005.59649382947 -4039.70000316882 -4039.24887156039 -4026.44724308404 -4011.99369965678 -4045.23304748974 -3983.988433467 -4026.77739058521 -3976.1632832188 -4023.08839519833
"202" -4024.84204291209 -3978.9533607255 -4016.45592372002 -4013.24690085733 -4037.49417748265 -3999.85995807439 -3988.29574594274 -3972.20876309103 -4037.00739887979 -3991.45905754685 -4005.59646596824 -4039.69981764821 -4039.22302958824 -4026.44588547902 -4011.98867761326 -4045.2330034457 -3983.9882034417 -4026.77713170386 -3976.16311882266 -4023.08818682605
"203" -4024.8384379771 -3978.95324695775 -4016.45581450446 -4013.24677775117 -4037.493381564 -3999.85852860038 -3988.2948621046 -3972.10478509277 -4037.00617224896 -3991.4531284376 -4005.59643982398 -4039.69963703457 -4039.19878895872 -4026.44457272831 -4011.98359807369 -4045.23296090053 -3983.9879816827 -4026.77688274106 -3976.16295811305 -4023.08798438079
"204" -4024.83494504046 -3978.9531364678 -4016.45570849118 -4013.24665637959 -4037.49259758053 -3999.85714861465 -3988.29399894775 -3972.00578946981 -4037.0049755959 -3991.44756867096 -4005.59641528435 -4039.69946114709 -4039.17605061008 -4026.44330323964 -4011.97845853699 -4045.23291980182 -3983.98776788999 -4026.77664329437 -3976.16280098439 -4023.0877876919
"205" -4024.83156028515 -3978.95302914528 -4016.45560558731 -4013.24653671118 -4037.49182537828 -3999.85581634495 -3988.29315595391 -3971.912002051 -4037.00380815322 -3991.44235466832 -4005.59639224481 -4039.69928981419 -4039.15472022599 -4026.44207547864 -4011.97325650158 -4045.23288009903 -3983.98756177484 -4026.77641297918 -3976.16264733475 -4023.08759659374
"206" -4024.82828004289 -3978.95292488456 -4016.45550570269 -4013.24641871541 -4037.49106480477 -3999.85453008616 -3988.29233261814 -3971.82357683115 -4037.00266917401 -3991.43746401066 -4005.59637060803 -4039.69912287294 -4039.1347083616 -4026.44088796662 -4011.96798945917 -4045.23284174342 -3983.98736305933 -4026.77619142786 -3976.16249706578 -4023.08741092556
"207" -4024.82510078718 -3978.95282358455 -4016.45540874981 -4013.24630236258 -4037.49031570897 -3999.85328819754 -3988.29152844845 -3971.74059550386 -4037.00155793126 -3991.43287543345 -4005.59635028334 -4039.69896016851 -4039.11593047932 -4026.43973927854 -4011.96265488898 -4045.23280468799 -3983.98717147587 -4026.77597828893 -3976.16235008248 -4023.08723053133
"208" -4024.82201912669 -3978.95272514837 -4016.45531464368 -4013.24618762385 -4037.48957794132 -3999.85208910011 -3988.29074296553 -3971.66306969941 -4037.0004737173 -3991.42856881299 -4005.59633118632 -4039.69880155378 -4039.09830691183 -4026.43862804094 -4011.95725025221 -4045.23276888739 -3983.98698676689 -4026.77577322622 -3976.16220629318 -4023.08705525958
"209" -4024.81903179909 -3978.95262948318 -4016.4552233018 -4013.24607447112 -4037.48885135369 -3999.85093127409 -3988.28997570238 -3971.59094563126 -4036.99941584331 -3991.42452514526 -4005.59631323824 -4039.69864688875 -4039.08176276773 -4026.43755293014 -4011.95177298676 -4045.23273429791 -3983.9868086843 -4026.77557591815 -3976.16206560932 -4023.08688496329
"210" -4024.81613566525 -3978.9525364999 -4016.45513464405 -4013.24596287708 -4037.48813579936 -3999.84981325654 -3988.28922620401 -3971.5241107169 -4036.99838363873 -3991.42072651867 -4005.59629636576 -4039.69849604024 -4039.06622779321 -4026.4365126703 -4011.94622050237 -4045.23270087739 -3983.98663698924 -4026.77538605701 -3976.16192794536 -4023.08671949974
"211" -4024.81332770371 -3978.95244611306 -4016.45504859266 -4013.24585281511 -4037.48743113307 -3999.84873363906 -3988.28849402714 -3971.46240164882 -4036.99737645078 -3991.41715608176 -4005.59628050046 -4039.69834888142 -4039.05163620127 -4026.43550603171 -4011.94059017575 -4045.23266858517 -3983.98647145166 -4026.77520334829 -3976.16179321869 -4023.08655873038
"212" -4024.81060500554 -3978.95235824055 -4016.45496507212 -4013.24574425929 -4037.48673721094 -3999.84769106556 -3988.28777873987 -3971.40561335457 -4036.996393644 -3991.41379800703 -4005.59626557853 -4039.69820529147 -4039.03792647793 -4026.43453182904 -4011.9348793462 -4045.23263738201 -3983.98631184997 -4026.77502751008 -3976.16166134944 -4023.08640252072
"213" -4024.80796476938 -3978.9522728035 -4016.45488400909 -4013.24563718437 -4037.4860538905 -3999.84668423023 -3988.28707992139 -3971.35350829681 -4036.99543459972 -3991.41063745166 -4005.59625154045 -4039.69806515521 -4039.02504117361 -4026.43358891977 -4011.92908531118 -4045.2326072301 -3983.98615797073 -4026.77485827241 -3976.1615322605 -4023.08625074015
"214" -4024.8054042969 -3978.95218972608 -4016.45480533239 -4013.24553156572 -4037.48538103068 -3999.8457118755 -3988.28639716172 -3971.30582561842 -4036.99449871562 -3991.40766051612 -4005.59623833065 -4039.69792836279 -4039.01292668597 -4026.43267620254 -4011.92320532223 -4045.23257809294 -3983.98600960833 -4026.77469537673 -3976.16140587728 -4023.0861032619
"215" -4024.80292098829 -3978.95210893534 -4016.45472897288 -4013.24542737933 -4037.4847184918 -3999.84477279013 -3988.2857300614 -3971.26228972179 -4036.99358540529 -3991.40485420137 -4005.59622589726 -4039.6977948094 -4039.00153303961 -4026.43179261572 -4011.91723658093 -4045.23254993536 -3983.98586656468 -4026.77453857537 -3976.16128212769 -4023.08595996288
"216" -4024.8005123382 -3978.95203036109 -4016.45465486345 -4013.24532460177 -4037.48406613557 -3999.8438658074 -3988.28507823124 -3971.22261797337 -4036.99269409779 -3991.40220636525 -4005.59621419186 -4039.69766439493 -4038.99081366666 -4026.43093713586 -4011.91117623514 -4045.23252272339 -3983.98572864893 -4026.77438763102 -3976.16116094204 -4023.08582072357
"217" -4024.79817593173 -3978.95195393574 -4016.4545829389 -4013.24522321019 -4037.48342382507 -3999.84298980334 -3988.28444129203 -3971.18652733195 -4036.9918242372 -3991.39970567862 -4005.59620316919 -4039.69753702375 -4038.98072519134 -4026.4301087764 -4011.90502137523 -4045.23249642431 -3983.9855956772 -4026.77424231625 -3976.16104225293 -4023.08568542791
"218" -4024.79590944072 -3978.95187959418 -4016.45451313595 -4013.24512318228 -4037.48279142474 -3999.8421436951 -3988.28381887432 -3971.1537398013 -4036.99097528224 -3991.3973415817 -4005.596192787 -4039.69741260445 -4038.97122722095 -4026.42930658621 -4011.8987690306 -4045.23247100652 -3983.98546747229 -4026.77410241307 -3976.16092599517 -4023.08555396322
"219" -4024.79371062013 -3978.95180727367 -4016.45444539316 -4013.24502449623 -4037.48216880039 -3999.84132643926 -3988.2832106181 -3971.12398669696 -4036.99014670582 -3991.39510424107 -4005.59618300577 -4039.69729104958 -4038.96228214511 -4026.42852964838 -4011.89241616618 -4045.23244643957 -3983.98534386345 -4026.77396771247 -3976.16081210568 -4023.08542622009
"220" -4024.79157730474 -3978.95173691373 -4016.45437965085 -4013.24492713075 -4037.48155581919 -3999.84053703041 -3988.28261617265 -3971.09701178805 -4036.98933799475 -3991.39298450751 -4005.59617378857 -4039.69717227547 -4038.95385494398 -4026.42777707894 -4011.88595967919 -4045.23242269406 -3983.98522468613 -4026.77383801405 -3976.16070052345 -4023.08530209226
"221" -4024.78950740583 -3978.951668456 -4016.45431585106 -4013.24483106506 -4037.48095234966 -3999.83977449958 -3988.28203519619 -3971.0725734259 -4036.98854864924 -3991.39097387505 -4005.59616510088 -4039.69705620196 -4038.94591300687 -4026.42704802566 -4011.8793963959 -4045.23239974164 -3983.98510978174 -4026.77371312559 -3976.16059118942 -4023.08518147654
"222" -4024.78749890818 -3978.95160184419 -4016.45425393754 -4013.24473627879 -4037.48035826167 -3999.8390379129 -3988.28146735575 -3971.05044580239 -4036.9877781826 -3991.38906444125 -4005.59615691039 -4039.69694275229 -4038.93842596086 -4026.42634166685 -4011.87272306861 -4045.23237755497 -3983.98499899744 -4026.77359286273 -3976.16048404643 -4023.08506427273
"223" -4024.7855498671 -3978.95153702395 -4016.45419385563 -4013.24464275208 -4037.47977342641 -3999.83832637023 -3988.28091232686 -3971.0304194943 -4036.98702612089 -3991.38724886917 -4005.59614918688 -4039.69683185283 -4038.93136551025 -4026.42565721037 -4011.86593637271 -4045.23235610767 -3983.98489218591 -4026.77347704855 -3976.16037903915 -4023.08495038353
"224" -4024.78365840565 -3978.95147394281 -4016.45413555228 -4013.24455046546 -4037.47919771645 -3999.83763900385 -3988.28036979341 -3971.01230144928 -4036.98629200255 -3991.38552035072 -4005.59614190207 -4039.69672343295 -4038.92470528619 -4026.42499389242 -4011.85903290387 -4045.23233537427 -3983.98478920517 -4026.77336551332 -3976.160276114 -4023.08483971441
"225" -4024.78182271202 -3978.95141255008 -4016.45407897597 -4013.24445939992 -4037.47863100562 -3999.83697497726 -3988.27983944734 -3970.99591455768 -4036.98557537807 -3991.38387257183 -4005.5961350295 -4039.69661742488 -4038.91842070667 -4026.42435097659 -4011.85200917539 -4045.23231533023 -3983.98468991833 -4026.77325809412 -3976.16017521908 -4023.08473217362
"226" -4024.78004103688 -3978.95135279677 -4016.45402407665 -4013.24436953682 -4037.47807316913 -3999.83633348396 -3988.2793209885 -3970.98109693684 -4036.98487580966 -3991.38229967926 -4005.59612854437 -4039.6965137635 -4038.91248884614 -4026.42372775284 -4011.84486161565 -4045.23229595186 -3983.98459419345 -4026.77315463459 -3976.16007630414 -4023.08462767199
"227" -4024.7783116911 -3978.95129463554 -4016.45397080574 -4013.24428085794 -4037.47752408349 -3999.83571374633 -3988.27881412443 -3970.96770103303 -4036.98419287093 -3991.38079624911 -4005.59612242348 -4039.69641238627 -4038.90688831466 -4026.42312353656 -4011.83758656585 -4045.23227721629 -3983.98450190336 -4026.77305498459 -3976.15997932047 -4023.08452612295
